onset	duration	trial_type	value
18.579456	10	Left	1
38.879232	10	Left	1
53.100544	10	Left	1
67.436544	10	Left	1
78.790656	10	Right	1
90.60352	10	Right	1
109.182976	10	Right	1
120.766464	10	Right	1
135.102464	10	Left	1
151.732224	10	Right	1
170.196992	10	Left	1
188.891136	10	Right	1
209.764352	10	Left	1
230.637568	10	Left	1
242.221056	10	Left	1
260.800512	10	Left	1
272.95744	10	Left	1
286.949376	10	Left	1
299.565056	10	Right	1
319.864832	10	Left	1
337.297408	10	Right	1
353.468416	10	Right	1
366.313472	10	Right	1
385.236992	10	Left	1
403.816448	10	Right	1
424.689664	10	Left	1
435.929088	10	Right	1
449.462272	10	Right	1
465.289216	10	Right	1
485.474304	10	Right	1
